"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050729","GO:0050729","positive regulation of inflammatory response","7/231","154/18903",0.00289313491942738,0.0342374306647589,0.0278382888294323,"CCR7/BTK/IL6/TNF/NUPR1/IL33/TLR9",7
"GO:0043300","GO:0043300","regulation of leukocyte degranulation","4/231","49/18903",0.00299272723384512,0.034825906997818,0.0283167760818606,"FGR/CD300A/FCGR2B/ITGAM",4
"GO:0097529","GO:0097529","myeloid leukocyte migration","9/231","242/18903",0.00301372413239025,0.034825906997818,0.0283167760818606,"CCR7/DUSP1/CCL5/CD200/IL6/CD300A/CD74/VAV3/CCL21",9
"GO:0002755","GO:0002755","MyD88-dependent toll-like receptor signaling pathway","3/231","24/18903",0.00301612869160626,0.034825906997818,0.0283167760818606,"BTK/CD300A/TLR9",3
"GO:0038095","GO:0038095","Fc-epsilon receptor signaling pathway","3/231","24/18903",0.00301612869160626,0.034825906997818,0.0283167760818606,"BTK/LILRA4/VAV3",3
"GO:0070841","GO:0070841","inclusion body assembly","3/231","24/18903",0.00301612869160626,0.034825906997818,0.0283167760818606,"DNAJB1/HSPA1B/UBD",3
"GO:0071676","GO:0071676","negative regulation of mononuclear cell migration","3/231","24/18903",0.00301612869160626,0.034825906997818,0.0283167760818606,"DUSP1/CD200/KLRK1",3
"GO:0033674","GO:0033674","positive regulation of kinase activity","14/231","496/18903",0.00325572691797086,0.037290494658847,0.0303207203563298,"FGR/CCR7/CCL5/AREG/TNFRSF10A/CD300A/TNF/ADRB2/CD74/NCF1/CD19/VAV3/TLR9/CCL21",14
"GO:0043410","GO:0043410","positive regulation of MAPK cascade","14/231","496/18903",0.00325572691797086,0.037290494658847,0.0303207203563298,"BANK1/GPR183/CCR7/CCL5/FCRL3/IL6/HAVCR2/TNF/ADRB2/FCGR2B/CD74/NCF1/TLR9/CCL21",14
"GO:0002718","GO:0002718","regulation of cytokine production involved in immune response","6/231","118/18903",0.00329989567132617,0.037645209818489,0.0306091375323434,"BTK/IL6/IL10/TNF/CD74/TLR9",6
"GO:0090023","GO:0090023","positive regulation of neutrophil chemotaxis","3/231","25/18903",0.00339678672513676,0.0384429989686113,0.0312578160212042,"CCR7/CD74/CCL21",3
"GO:1904996","GO:1904996","positive regulation of leukocyte adhesion to vascular endothelial cell","3/231","25/18903",0.00339678672513676,0.0384429989686113,0.0312578160212042,"ALOX5/IL6/TNF",3
"GO:0045058","GO:0045058","T cell selection","4/231","51/18903",0.003463468261833,0.0390427331333902,0.0317454569620059,"CCR7/IL6/CD74/BATF",4
"GO:0002367","GO:0002367","cytokine production involved in immune response","6/231","120/18903",0.00358535864833072,0.0400997759413302,0.0326049333427144,"BTK/IL6/IL10/TNF/CD74/TLR9",6
"GO:0002821","GO:0002821","positive regulation of adaptive immune response","6/231","120/18903",0.00358535864833072,0.0400997759413302,0.0326049333427144,"FCER2/CD1C/BTK/CLCF1/IL6/TNF",6
"GO:0043303","GO:0043303","mast cell degranulation","4/231","52/18903",0.00371668421888332,0.041406185125997,0.033667168314967,"FGR/BTK/CD300A/PTGDR",4
"GO:0002438","GO:0002438","acute inflammatory response to antigenic stimulus","3/231","26/18903",0.003805548265217,0.0420675335364298,0.0342049075000941,"CCR7/BTK/FCGR2B",3
"GO:1903020","GO:1903020","positive regulation of glycoprotein metabolic process","3/231","26/18903",0.003805548265217,0.0420675335364298,0.0342049075000941,"CCR7/IL33/CCL21",3
"GO:0071622","GO:0071622","regulation of granulocyte chemotaxis","4/231","53/18903",0.00398216733315917,0.0438499661550963,0.0356541948179217,"CCR7/CCL5/CD74/CCL21",4
"GO:0051090","GO:0051090","regulation of DNA-binding transcription factor activity","13/231","454/18903",0.004005158055258,0.0439335029753685,0.0357221182013497,"BTK/CD200/HCK/IL6/IL10/HAVCR2/TNF/HSPA1B/LPAR5/ID1/NUPR1/TRIM34/TLR9",13
"GO:0015833","GO:0015833","peptide transport","9/231","254/18903",0.00414140146864665,0.0450812098800773,0.0366553131194398,"GAL/CCL5/ALOX5/IL6/TNF/CD74/MGST1/CA2/SLC15A3",9
"GO:0034612","GO:0034612","response to tumor necrosis factor","9/231","254/18903",0.00414140146864665,0.0450812098800773,0.0366553131194398,"CCL5/FOS/TNF/HSPA1B/TNFRSF13C/CD70/CAMP/UBD/CCL21",9
"GO:0072676","GO:0072676","lymphocyte migration","6/231","124/18903",0.00421083342389047,0.0455058555684994,0.0370005904692567,"GPR183/CCR7/CCL5/CD200/KLRK1/CCL21",6
"GO:0001783","GO:0001783","B cell apoptotic process","3/231","27/18903",0.00424302474228978,0.0455058555684994,0.0370005904692567,"BTK/IL10/CD74",3
"GO:1901623","GO:1901623","regulation of lymphocyte chemotaxis","3/231","27/18903",0.00424302474228978,0.0455058555684994,0.0370005904692567,"CCL5/KLRK1/CCL21",3
"GO:0002279","GO:0002279","mast cell activation involved in immune response","4/231","54/18903",0.00426019054585882,0.0455058555684994,0.0370005904692567,"FGR/BTK/CD300A/PTGDR",4
"GO:0014009","GO:0014009","glial cell proliferation","4/231","54/18903",0.00426019054585882,0.0455058555684994,0.0370005904692567,"AREG/IL6/TNF/IL33",4
"GO:0048145","GO:0048145","regulation of fibroblast proliferation","5/231","87/18903",0.00427974276397186,0.0455441282195811,0.0370317097762373,"SOD2/CD300A/NUPR1/CD74/FBXO4",5
"GO:0002448","GO:0002448","mast cell mediated immunity","4/231","55/18903",0.0045510228534054,0.0480722858441193,0.0390873424797353,"FGR/BTK/CD300A/PTGDR",4
"GO:2000107","GO:2000107","negative regulation of leukocyte apoptotic process","4/231","55/18903",0.0045510228534054,0.0480722858441193,0.0390873424797353,"CCR7/CCL5/CD74/CCL21",4
"GO:0010818","GO:0010818","T cell chemotaxis","3/231","28/18903",0.00470979239709002,0.0492509790600225,0.0400457322171808,"GPR183/CCL5/CCL21",3
"GO:0071624","GO:0071624","positive regulation of granulocyte chemotaxis","3/231","28/18903",0.00470979239709002,0.0492509790600225,0.0400457322171808,"CCR7/CD74/CCL21",3
"GO:0050829","GO:0050829","defense response to Gram-negative bacterium","5/231","89/18903",0.00471441699978476,0.0492509790600225,0.0400457322171808,"LYZ/IL6/RNASE6/CAMP/TLR9",5
