"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051924","GO:0051924","regulation of calcium ion transport","7/85","268/18903",0.000204833135403068,0.0012381954021712,0.000703165092103336,"CCL2/CCL5/CXCL10/CXCR4/SPINK1/CCL4/CD19",7
"GO:0002367","GO:0002367","cytokine production involved in immune response","5/85","120/18903",0.000207406923944794,0.00125120022143479,0.000710550465138346,"CCR2/HMOX1/IL1B/IL6/TNF",5
"GO:0031100","GO:0031100","animal organ regeneration","4/85","65/18903",0.000209174015918823,0.00125414768873127,0.000712224317350499,"HMOX1/IL6/TNF/CCNA2",4
"GO:0060760","GO:0060760","positive regulation of response to cytokine stimulus","4/85","65/18903",0.000209174015918823,0.00125414768873127,0.000712224317350499,"EDN1/IL7/CXCR4/HSPA1A",4
"GO:1905953","GO:1905953","negative regulation of lipid localization","4/85","65/18903",0.000209174015918823,0.00125414768873127,0.000712224317350499,"IL6/NFKBIA/TNF/THBS1",4
"GO:0007565","GO:0007565","female pregnancy","6/85","189/18903",0.000209655432761325,0.00125414768873127,0.000712224317350499,"FOS/IL1B/MMP9/LIF/THBD/TIMP1",6
"GO:0002438","GO:0002438","acute inflammatory response to antigenic stimulus","3/85","26/18903",0.000211706226997176,0.00125414768873127,0.000712224317350499,"A2M/C3/CCR7",3
"GO:0035994","GO:0035994","response to muscle stretch","3/85","26/18903",0.000211706226997176,0.00125414768873127,0.000712224317350499,"EDN1/FOS/NFKBIA",3
"GO:0045672","GO:0045672","positive regulation of osteoclast differentiation","3/85","26/18903",0.000211706226997176,0.00125414768873127,0.000712224317350499,"FOS/IFNG/TNF",3
"GO:0060384","GO:0060384","innervation","3/85","26/18903",0.000211706226997176,0.00125414768873127,0.000712224317350499,"EDN1/VCAM1/SERPINE2",3
"GO:1905523","GO:1905523","positive regulation of macrophage migration","3/85","26/18903",0.000211706226997176,0.00125414768873127,0.000712224317350499,"CCL5/THBS1/C5AR1",3
"GO:0045446","GO:0045446","endothelial cell differentiation","5/85","121/18903",0.000215589040372751,0.00127460027461894,0.000723839240499329,"IL1B/TNF/CXCR4/ID1/CLDN5",5
"GO:0010517","GO:0010517","regulation of phospholipase activity","4/85","66/18903",0.000221910450871786,0.00130416419738538,0.000740628447145185,"CCL5/CD86/SELE/C5AR1",4
"GO:0031343","GO:0031343","positive regulation of cell killing","4/85","66/18903",0.000221910450871786,0.00130416419738538,0.000740628447145185,"IFNG/PRF1/KLRC2/KLRK1",4
"GO:0034605","GO:0034605","cellular response to heat","4/85","66/18903",0.000221910450871786,0.00130416419738538,0.000740628447145185,"CXCL10/HMOX1/THBS1/HSPA1A",4
"GO:0031099","GO:0031099","regeneration","6/85","192/18903",0.000228267877782375,0.00133887020592355,0.000760337819064587,"HMOX1/IL6/TNF/TNC/CCNA2/NINJ1",6
"GO:1901224","GO:1901224","positive regulation of NIK/NF-kappaB signaling","4/85","67/18903",0.00023519600748279,0.00137677979083799,0.000781866486285623,"CD86/EDN1/IL1B/TNF",4
"GO:0007205","GO:0007205","protein kinase C-activating G protein-coupled receptor signaling pathway","3/85","27/18903",0.000237397674366511,0.00138419667612915,0.000786078499042033,"EDN1/IL2/CISH",3
"GO:0090200","GO:0090200","positive regulation of release of cytochrome c from mitochondria","3/85","27/18903",0.000237397674366511,0.00138419667612915,0.000786078499042033,"MMP9/PMAIP1/PLAUR",3
"GO:0051209","GO:0051209","release of sequestered calcium ion into cytosol","5/85","124/18903",0.000241616860517034,0.00140602974627005,0.000798477392423162,"CXCL10/FASLG/CD19/CCR7/LCK",5
"GO:0042093","GO:0042093","T-helper cell differentiation","4/85","68/18903",0.000249044514956874,0.00144358092622752,0.000819802523228107,"CD80/CD86/IL2/IL6",4
"GO:0060193","GO:0060193","positive regulation of lipase activity","4/85","68/18903",0.000249044514956874,0.00144358092622752,0.000819802523228107,"CCL5/CD86/SELE/C5AR1",4
"GO:0043280","GO:0043280","positive regulation of cysteine-type endopeptidase activity involved in apoptotic process","5/85","125/18903",0.000250802847980614,0.00144810533278475,0.000822371911507172,"FASLG/PMAIP1/TNF/S100A8/LCK",5
"GO:0051283","GO:0051283","negative regulation of sequestering of calcium ion","5/85","125/18903",0.000250802847980614,0.00144810533278475,0.000822371911507172,"CXCL10/FASLG/CD19/CCR7/LCK",5
"GO:0002260","GO:0002260","lymphocyte homeostasis","4/85","69/18903",0.000263469880028848,0.00151533550416592,0.000860551595883698,"IL2/IL2RA/IL7R/PMAIP1",4
"GO:0050922","GO:0050922","negative regulation of chemotaxis","4/85","69/18903",0.000263469880028848,0.00151533550416592,0.000860551595883698,"CCL2/DUSP1/THBS1/KLRK1",4
"GO:0010758","GO:0010758","regulation of macrophage chemotaxis","3/85","28/18903",0.000265023901682047,0.00151837678294434,0.000862278723176038,"CCL5/THBS1/C5AR1",3
"GO:0010818","GO:0010818","T cell chemotaxis","3/85","28/18903",0.000265023901682047,0.00151837678294434,0.000862278723176038,"CCL5/CCR2/CXCL10",3
"GO:0002695","GO:0002695","negative regulation of leukocyte activation","6/85","198/18903",0.000269391689979251,0.00154042120795085,0.000874797643948064,"CCR2/CD80/CD86/HMOX1/IL2/IL2RA",6
"GO:0051282","GO:0051282","regulation of sequestering of calcium ion","5/85","127/18903",0.000269969535319384,0.00154075098962624,0.00087498492534302,"CXCL10/FASLG/CD19/CCR7/LCK",5
"GO:0043542","GO:0043542","endothelial cell migration","7/85","281/18903",0.000273316207057075,0.00155685116404434,0.000884128135378958,"EDN1/HMOX1/TNF/CYP1B1/ID1/THBS1/APOE",7
"GO:0046683","GO:0046683","response to organophosphorus","5/85","128/18903",0.000279960259752659,0.00159163587214467,0.000903882200393472,"FOS/IL1B/CYP1B1/THBD/AREG",5
"GO:0051928","GO:0051928","positive regulation of calcium ion transport","5/85","129/18903",0.000290229322052322,0.00164685680444249,0.000935241896833254,"CCL2/CCL5/CXCL10/CCL4/CD19",5
"GO:0007263","GO:0007263","nitric oxide mediated signal transduction","3/85","29/18903",0.000294645972631295,0.00166236451606457,0.000944048650155008,"THBS1/SPINK1/APOE",3
"GO:0034698","GO:0034698","response to gonadotropin","3/85","29/18903",0.000294645972631295,0.00166236451606457,0.000944048650155008,"EDN1/CYP1B1/CCNA2",3
"GO:0097421","GO:0097421","liver regeneration","3/85","29/18903",0.000294645972631295,0.00166236451606457,0.000944048650155008,"HMOX1/IL6/TNF",3
"GO:0019079","GO:0019079","viral genome replication","5/85","130/18903",0.000300781835413891,0.00169375626710255,0.000961875871505698,"CCL2/CCL5/CXCL8/TNF/APOBEC3A",5
"GO:0051701","GO:0051701","biological process involved in interaction with host","6/85","203/18903",0.000307930716346733,0.00173072254614615,0.00098286883995222,"CD80/CD86/CXCL8/PTX3/CXCR4/HSPA1A",6
"GO:0051208","GO:0051208","sequestering of calcium ion","5/85","131/18903",0.000311622952720496,0.00174815754916309,0.000992770092598392,"CXCL10/FASLG/CD19/CCR7/LCK",5
"GO:0007249","GO:0007249","I-kappaB kinase/NF-kappaB signaling","7/85","288/18903",0.000317192309169045,0.00177462525741106,0.00100780097421474,"EDN1/FASLG/HMOX1/IL1B/NFKBIA/TNF/CCR7",7
"GO:0010876","GO:0010876","lipid localization","9/85","483/18903",0.000317539293189689,0.00177462525741106,0.00100780097421474,"EDN1/FASLG/IL1B/IL6/NFKBIA/TNF/THBS1/C3/APOE",9
"GO:0042742","GO:0042742","defense response to bacterium","8/85","382/18903",0.000320667864508741,0.001788734867561,0.00101581375257205,"IL1B/IL6/IL7R/SERPINE1/TNF/S100A8/KLRK1/C5AR1",8
"GO:1901654","GO:1901654","response to ketone","6/85","205/18903",0.00032450584795793,0.00180667628450787,0.00102600259520366,"EDN1/FOS/CYP1B1/THBS1/A2M/CCR7",6
"GO:0002825","GO:0002825","regulation of T-helper 1 type immune response","3/85","30/18903",0.00032632404193508,0.00180667628450787,0.00102600259520366,"CCR2/CD80/IL1B",3
"GO:0007202","GO:0007202","activation of phospholipase C activity","3/85","30/18903",0.00032632404193508,0.00180667628450787,0.00102600259520366,"CD86/SELE/C5AR1",3
"GO:0045940","GO:0045940","positive regulation of steroid metabolic process","3/85","30/18903",0.00032632404193508,0.00180667628450787,0.00102600259520366,"IFNG/TNF/APOE",3
"GO:0072678","GO:0072678","T cell migration","4/85","73/18903",0.000327220593524721,0.00180826007093325,0.00102690201974176,"CCL2/CCL5/CCR2/CXCL10",4
"GO:0002702","GO:0002702","positive regulation of production of molecular mediator of immune response","5/85","133/18903",0.000334191806836045,0.00183991846068469,0.00104488066390921,"CD86/IL1B/IL2/IL6/TNFSF13",5
"GO:0030168","GO:0030168","platelet activation","5/85","133/18903",0.000334191806836045,0.00183991846068469,0.00104488066390921,"IL6/SERPINE2/THBD/APOE/LCK",5
"GO:0010632","GO:0010632","regulation of epithelial cell migration","7/85","292/18903",0.000344699795192594,0.00188747481216436,0.00107188768251844,"EDN1/HMOX1/IFNG/MMP9/TNF/THBS1/APOE",7
"GO:0042058","GO:0042058","regulation of epidermal growth factor receptor signaling pathway","4/85","74/18903",0.000344741348204226,0.00188747481216436,0.00107188768251844,"FASLG/MMP9/PLAUR/AREG",4
"GO:0048662","GO:0048662","negative regulation of smooth muscle cell proliferation","4/85","74/18903",0.000344741348204226,0.00188747481216436,0.00107188768251844,"HMOX1/IFNG/SOD2/APOE",4
"GO:0001909","GO:0001909","leukocyte mediated cytotoxicity","5/85","134/18903",0.000345930044381212,0.00189048854512389,0.00107359916667542,"IL7R/PRF1/CD2/KLRC2/KLRK1",5
"GO:0034694","GO:0034694","response to prostaglandin","3/85","31/18903",0.00036011736347648,0.00196078608569363,0.00111352079496017,"EDN1/A2M/CCR7",3
"GO:0060055","GO:0060055","angiogenesis involved in wound healing","3/85","31/18903",0.00036011736347648,0.00196078608569363,0.00111352079496017,"SERPINE1/TNF/CXCR4",3
"GO:0032890","GO:0032890","regulation of organic acid transport","4/85","75/18903",0.000362923859632973,0.0019724412334548,0.00112013969617285,"EDN1/IL1B/TNF/THBS1",4
"GO:0016049","GO:0016049","cell growth","9/85","493/18903",0.000368786743008141,0.0020006343091394,0.00113615040548874,"EDN1/IL2/CXCR4/TNC/CISH/S100A8/SERPINE2/HSPA1A/APOE",9
"GO:0001937","GO:0001937","negative regulation of endothelial cell proliferation","4/85","76/18903",0.000381782493369668,0.00206734871181162,0.00117403718734673,"CCL2/TNF/THBS1/APOE",4
"GO:0034390","GO:0034390","smooth muscle cell apoptotic process","3/85","32/18903",0.000396084298371176,0.00212922267109877,0.00120917510516217,"EDN1/IFNG/SOD2",3
"GO:0034391","GO:0034391","regulation of smooth muscle cell apoptotic process","3/85","32/18903",0.000396084298371176,0.00212922267109877,0.00120917510516217,"EDN1/IFNG/SOD2",3
"GO:0046685","GO:0046685","response to arsenic-containing substance","3/85","32/18903",0.000396084298371176,0.00212922267109877,0.00120917510516217,"ATF3/HMOX1/CYP1B1",3
"GO:0048710","GO:0048710","regulation of astrocyte differentiation","3/85","32/18903",0.000396084298371176,0.00212922267109877,0.00120917510516217,"IL6/LIF/SERPINE2",3
"GO:0010827","GO:0010827","regulation of glucose transmembrane transport","4/85","77/18903",0.000401331668992649,0.00215352247021056,0.00122297484181971,"EDN1/IL1B/TNF/C3",4
"GO:0045637","GO:0045637","regulation of myeloid cell differentiation","6/85","214/18903",0.000407955228158223,0.00218510558011692,0.0012409107349326,"FOS/IFNG/NFKBIA/TNF/LIF/HSPA1A",6
"GO:0043154","GO:0043154","negative regulation of cysteine-type endopeptidase activity involved in apoptotic process","4/85","78/18903",0.000421585857329844,0.00225403846464079,0.00128005738174633,"MMP9/TNF/THBS1/PLAUR",4
"GO:0002828","GO:0002828","regulation of type 2 immune response","3/85","33/18903",0.000434282322979601,0.00230941515379816,0.00131150553174223,"CCR2/CD86/IL6",3
"GO:0050974","GO:0050974","detection of mechanical stimulus involved in sensory perception","3/85","33/18903",0.000434282322979601,0.00230941515379816,0.00131150553174223,"TNF/CXCR4/SERPINE2",3
"GO:2000191","GO:2000191","regulation of fatty acid transport","3/85","33/18903",0.000434282322979601,0.00230941515379816,0.00131150553174223,"EDN1/IL1B/THBS1",3
"GO:0002573","GO:0002573","myeloid leukocyte differentiation","6/85","218/18903",0.000450036529458559,0.00237504727208733,0.0013487776896107,"FOS/IFNG/MMP9/TNF/LIF/CCR7",6
"GO:0043491","GO:0043491","protein kinase B signaling","6/85","218/18903",0.000450036529458559,0.00237504727208733,0.0013487776896107,"CCL2/CCL5/IL1B/TNF/THBS1/CCR7",6
"GO:0043523","GO:0043523","regulation of neuron apoptotic process","6/85","218/18903",0.000450036529458559,0.00237504727208733,0.0013487776896107,"CCL2/FASLG/HMOX1/TNF/SOD2/APOE",6
"GO:0014074","GO:0014074","response to purine-containing compound","5/85","142/18903",0.000451435386288037,0.00237504727208733,0.0013487776896107,"FOS/IL1B/CYP1B1/THBD/AREG",5
"GO:0038061","GO:0038061","NIK/NF-kappaB signaling","5/85","142/18903",0.000451435386288037,0.00237504727208733,0.0013487776896107,"CD86/EDN1/IL1B/NFKBIA/TNF",5
"GO:1903900","GO:1903900","regulation of viral life cycle","5/85","142/18903",0.000451435386288037,0.00237504727208733,0.0013487776896107,"CCL5/CXCL8/PTX3/TNF/APOBEC3A",5
"GO:0071375","GO:0071375","cellular response to peptide hormone stimulus","7/85","306/18903",0.000456431086143046,0.00239707247722642,0.00136128569551435,"EDN1/FOS/IL1B/CYP1B1/CCNA2/CA2/SPINK1",7
"GO:1901184","GO:1901184","regulation of ERBB signaling pathway","4/85","80/18903",0.000464267395340349,0.00242663067185378,0.00137807164917813,"FASLG/MMP9/PLAUR/AREG",4
"GO:2001259","GO:2001259","positive regulation of cation channel activity","4/85","80/18903",0.000464267395340349,0.00242663067185378,0.00137807164917813,"CCL2/CCR2/EDN1/IFNG",4
"GO:0033135","GO:0033135","regulation of peptidyl-serine phosphorylation","5/85","143/18903",0.000466155588212289,0.00242663067185378,0.00137807164917813,"IFNG/IL6/TNF/DKK1/LIF",5
"GO:0045727","GO:0045727","positive regulation of translation","5/85","143/18903",0.000466155588212289,0.00242663067185378,0.00137807164917813,"CCL5/IL6/TNF/CYP1B1/THBS1",5
"GO:2001056","GO:2001056","positive regulation of cysteine-type endopeptidase activity","5/85","143/18903",0.000466155588212289,0.00242663067185378,0.00137807164917813,"FASLG/PMAIP1/TNF/S100A8/LCK",5
"GO:0030099","GO:0030099","myeloid cell differentiation","8/85","407/18903",0.000488609555582479,0.00253905526953562,0.00144191702644654,"FOS/IFNG/MMP9/NFKBIA/TNF/LIF/HSPA1A/CCR7",8
"GO:0051783","GO:0051783","regulation of nuclear division","5/85","145/18903",0.000496678730187626,0.00257646654783844,0.00146316270778842,"EDN1/IL1B/TNF/DUSP1/LIF",5
"GO:0002429","GO:0002429","immune response-activating cell surface receptor signaling pathway","7/85","312/18903",0.000512402828576476,0.00264875598297299,0.00150421552322074,"KLRC2/KLRK1/CD79A/CD19/C5AR1/CCR7/LCK",7
"GO:0002757","GO:0002757","immune response-activating signal transduction","7/85","312/18903",0.000512402828576476,0.00264875598297299,0.00150421552322074,"KLRC2/KLRK1/CD79A/CD19/C5AR1/CCR7/LCK",7
"GO:2000406","GO:2000406","positive regulation of T cell migration","3/85","35/18903",0.000517597170671264,0.0026709456786207,0.00151681694247695,"CCL5/CCR2/CXCL10",3
"GO:0050679","GO:0050679","positive regulation of epithelial cell proliferation","6/85","224/18903",0.000519432358060934,0.00267575416448085,0.00151954765799794,"HMOX1/TNF/ID1/SPINK1/AREG/C5AR1",6
"GO:0006909","GO:0006909","phagocytosis","7/85","314/18903",0.000532231166840659,0.00273218148385101,0.00155159245573543,"CCL2/IFNG/IL1B/PTX3/TNF/THBS1/C3",7
"GO:0050890","GO:0050890","cognition","7/85","314/18903",0.000532231166840659,0.00273218148385101,0.00155159245573543,"FOS/TNF/DKK1/EGR2/CLDN5/C5AR1/APOE",7
"GO:0021675","GO:0021675","nerve development","4/85","84/18903",0.000558732396795962,0.00285831668274549,0.00162322401614389,"EDN1/VCAM1/EGR2/SERPINE2",4
"GO:0051851","GO:0051851","modulation by host of symbiont process","4/85","84/18903",0.000558732396795962,0.00285831668274549,0.00162322401614389,"CCL5/PTX3/CCL4/APOE",4
"GO:0050796","GO:0050796","regulation of insulin secretion","5/85","149/18903",0.000562215801038102,0.00287117793564631,0.00163052785854608,"CCL5/IFNG/IL1B/IL6/TNF",5
"GO:0071241","GO:0071241","cellular response to inorganic substance","6/85","229/18903",0.000583399735113632,0.00296912373781199,0.00168615079889959,"EDN1/FOS/HMOX1/MMP9/CCNA2/MT2A",6
"GO:0071902","GO:0071902","positive regulation of protein serine/threonine kinase activity","6/85","229/18903",0.000583399735113632,0.00296912373781199,0.00168615079889959,"EDN1/IFNG/IL1B/TNF/DKK1/THBS1",6
"GO:0046718","GO:0046718","viral entry into host cell","5/85","151/18903",0.000597322242148022,0.00302439056622639,0.00171753655951874,"CD80/CD86/PTX3/CXCR4/HSPA1A",5
"GO:0051961","GO:0051961","negative regulation of nervous system development","5/85","151/18903",0.000597322242148022,0.00302439056622639,0.00171753655951874,"IL1B/IL6/TNF/DKK1/ID1",5
"GO:0071456","GO:0071456","cellular response to hypoxia","5/85","151/18903",0.000597322242148022,0.00302439056622639,0.00171753655951874,"EDN1/FOS/HMOX1/PMAIP1/CCNA2",5
"GO:0002335","GO:0002335","mature B cell differentiation","3/85","37/18903",0.000610504323158354,0.00308060273457418,0.00174945917404654,"IL2/IL6/CD19",3
"GO:0070229","GO:0070229","negative regulation of lymphocyte apoptotic process","3/85","37/18903",0.000610504323158354,0.00308060273457418,0.00174945917404654,"CCL5/IL2/IL7R",3
"GO:0062013","GO:0062013","positive regulation of small molecule metabolic process","5/85","152/18903",0.000615480427088895,0.0031004303146893,0.00176071915948452,"IFNG/IL1B/PMAIP1/TNF/APOE",5
"GO:0010660","GO:0010660","regulation of muscle cell apoptotic process","4/85","87/18903",0.000638008722630441,0.00319219904802595,0.00181283417276573,"EDN1/HMOX1/IFNG/SOD2",4
"GO:0014910","GO:0014910","regulation of smooth muscle cell migration","4/85","87/18903",0.000638008722630441,0.00319219904802595,0.00181283417276573,"CCL5/PLAU/SERPINE1/CYP1B1",4
"GO:0045069","GO:0045069","regulation of viral genome replication","4/85","87/18903",0.000638008722630441,0.00319219904802595,0.00181283417276573,"CCL5/CXCL8/TNF/APOBEC3A",4
"GO:0050672","GO:0050672","negative regulation of lymphocyte proliferation","4/85","87/18903",0.000638008722630441,0.00319219904802595,0.00181283417276573,"CD80/CD86/IL2/IL2RA",4
"GO:0002369","GO:0002369","T cell cytokine production","3/85","38/18903",0.00066068952889883,0.00328901241108964,0.00186781400651098,"CCR2/IL1B/IL6",3
"GO:0002724","GO:0002724","regulation of T cell cytokine production","3/85","38/18903",0.00066068952889883,0.00328901241108964,0.00186781400651098,"CCR2/IL1B/IL6",3
"GO:0042092","GO:0042092","type 2 immune response","3/85","38/18903",0.00066068952889883,0.00328901241108964,0.00186781400651098,"CCR2/CD86/IL6",3
"GO:0002312","GO:0002312","B cell activation involved in immune response","4/85","88/18903",0.000666118299750951,0.00329940201314769,0.00187371421052987,"IL2/IL6/TNFSF13/CD19",4
"GO:0032945","GO:0032945","negative regulation of mononuclear cell proliferation","4/85","88/18903",0.000666118299750951,0.00329940201314769,0.00187371421052987,"CD80/CD86/IL2/IL2RA",4
"GO:0046889","GO:0046889","positive regulation of lipid biosynthetic process","4/85","88/18903",0.000666118299750951,0.00329940201314769,0.00187371421052987,"IFNG/IL1B/TNF/APOE",4
"GO:0072593","GO:0072593","reactive oxygen species metabolic process","6/85","235/18903",0.000668068788071987,0.00330353881514061,0.00187606348007914,"EDN1/PMAIP1/TNF/CYP1B1/THBS1/SOD2",6
"GO:0071496","GO:0071496","cellular response to external stimulus","7/85","328/18903",0.000688800359304016,0.00340037777376416,0.00193105784941722,"ATF3/FOS/HMOX1/IL1B/PMAIP1/TNFRSF8/VCAM1",7
"GO:0002709","GO:0002709","regulation of T cell mediated immunity","4/85","89/18903",0.000695094694657551,0.00342574124055851,0.00194546163773144,"CCR2/IL1B/IL6/IL7R",4
"GO:0032570","GO:0032570","response to progesterone","3/85","39/18903",0.000713432544091701,0.00350445637744547,0.00199016357765303,"FOS/CYP1B1/THBS1",3
"GO:0060251","GO:0060251","regulation of glial cell proliferation","3/85","39/18903",0.000713432544091701,0.00350445637744547,0.00199016357765303,"IL1B/IL6/TNF",3
"GO:0051591","GO:0051591","response to cAMP","4/85","90/18903",0.000724952790011392,0.00354927299836982,0.00201561471672589,"FOS/CYP1B1/THBD/AREG",4
"GO:0060191","GO:0060191","regulation of lipase activity","4/85","90/18903",0.000724952790011392,0.00354927299836982,0.00201561471672589,"CCL5/CD86/SELE/C5AR1",4
"GO:0036294","GO:0036294","cellular response to decreased oxygen levels","5/85","159/18903",0.000754436684528348,0.00368158811875218,0.00209075582421763,"EDN1/FOS/HMOX1/PMAIP1/CCNA2",5
"GO:0048525","GO:0048525","negative regulation of viral process","4/85","91/18903",0.000755707486901191,0.00368158811875218,0.00209075582421763,"CCL5/PTX3/TNF/APOBEC3A",4
"GO:2000117","GO:2000117","negative regulation of cysteine-type endopeptidase activity","4/85","91/18903",0.000755707486901191,0.00368158811875218,0.00209075582421763,"MMP9/TNF/THBS1/PLAUR",4
"GO:0006882","GO:0006882","cellular zinc ion homeostasis","3/85","40/18903",0.000768784871337003,0.00372690800147333,0.00211649276319499,"S100A8/MT2A/LCK",3
"GO:0010863","GO:0010863","positive regulation of phospholipase C activity","3/85","40/18903",0.000768784871337003,0.00372690800147333,0.00211649276319499,"CD86/SELE/C5AR1",3
"GO:1904994","GO:1904994","regulation of leukocyte adhesion to vascular endothelial cell","3/85","40/18903",0.000768784871337003,0.00372690800147333,0.00211649276319499,"IL6/TNF/SELE",3
"GO:0010657","GO:0010657","muscle cell apoptotic process","4/85","92/18903",0.000787373702552523,0.00381078579568721,0.00216412655087536,"EDN1/HMOX1/IFNG/SOD2",4
"GO:0045936","GO:0045936","negative regulation of phosphate metabolic process","8/85","440/18903",0.000813226581933873,0.00392948961776204,0.0022315378688595,"IFNG/IL1B/IL2/TNF/DKK1/DUSP1/SPINK1/APOE",8
"GO:0044070","GO:0044070","regulation of anion transport","4/85","93/18903",0.000819966368069023,0.00394917135320398,0.00224271502982336,"EDN1/IL1B/TNF/CA2",4
"GO:2000106","GO:2000106","regulation of leukocyte apoptotic process","4/85","93/18903",0.000819966368069023,0.00394917135320398,0.00224271502982336,"CCL5/IL2/IL7R/CCR7",4
"GO:0001933","GO:0001933","negative regulation of protein phosphorylation","7/85","338/18903",0.000821501700003863,0.00395014291462896,0.0022432667747884,"IFNG/IL1B/IL2/DKK1/DUSP1/SPINK1/APOE",7
"GO:0010563","GO:0010563","negative regulation of phosphorus metabolic process","8/85","441/18903",0.000825259276199831,0.00396177953987666,0.00224987515715658,"IFNG/IL1B/IL2/TNF/DKK1/DUSP1/SPINK1/APOE",8
"GO:0042119","GO:0042119","neutrophil activation","3/85","41/18903",0.000826797190524607,0.0039627399325791,0.0022504205594589,"CCL5/CXCL8/TNF",3
"GO:0002768","GO:0002768","immune response-regulating cell surface receptor signaling pathway","7/85","341/18903",0.000865023718574936,0.00413925727692885,0.00235066389300697,"KLRC2/KLRK1/CD79A/CD19/C5AR1/CCR7/LCK",7
"GO:0002676","GO:0002676","regulation of chronic inflammatory response","2/85","10/18903",0.000878410921449564,0.00417632929267032,0.00237171690880528,"CCL5/TNF",2
"GO:0042368","GO:0042368","vitamin D biosynthetic process","2/85","10/18903",0.000878410921449564,0.00417632929267032,0.00237171690880528,"IFNG/TNF",2
"GO:0070099","GO:0070099","regulation of chemokine-mediated signaling pathway","2/85","10/18903",0.000878410921449564,0.00417632929267032,0.00237171690880528,"CCL5/EDN1",2
"GO:2000425","GO:2000425","regulation of apoptotic cell clearance","2/85","10/18903",0.000878410921449564,0.00417632929267032,0.00237171690880528,"CCL2/C3",2
"GO:0050999","GO:0050999","regulation of nitric-oxide synthase activity","3/85","42/18903",0.000887519366338783,0.00418826247771056,0.00237849370602419,"IL1B/TNF/APOE",3
"GO:0055069","GO:0055069","zinc ion homeostasis","3/85","42/18903",0.000887519366338783,0.00418826247771056,0.00237849370602419,"S100A8/MT2A/LCK",3
"GO:1900274","GO:1900274","regulation of phospholipase C activity","3/85","42/18903",0.000887519366338783,0.00418826247771056,0.00237849370602419,"CD86/SELE/C5AR1",3
"GO:0014909","GO:0014909","smooth muscle cell migration","4/85","95/18903",0.000887990829170234,0.00418826247771056,0.00237849370602419,"CCL5/PLAU/SERPINE1/CYP1B1",4
"GO:0034109","GO:0034109","homotypic cell-cell adhesion","4/85","95/18903",0.000887990829170234,0.00418826247771056,0.00237849370602419,"CCL5/IL6/PLAUR/SERPINE2",4
"GO:0016485","GO:0016485","protein processing","6/85","250/18903",0.000921638676496337,0.00433481206498418,0.00246171849740386,"PLAU/SERPINE1/THBS1/PLAUR/SERPINE2/THBD",6
"GO:0045807","GO:0045807","positive regulation of endocytosis","4/85","96/18903",0.000923452536463544,0.00433481206498418,0.00246171849740386,"SERPINE1/C3/SELE/APOE",4
"GO:0070664","GO:0070664","negative regulation of leukocyte proliferation","4/85","96/18903",0.000923452536463544,0.00433481206498418,0.00246171849740386,"CD80/CD86/IL2/IL2RA",4
"GO:0043507","GO:0043507","positive regulation of JUN kinase activity","3/85","43/18903",0.000951000455708123,0.00445002108974322,0.00252714513714406,"EDN1/TNF/DKK1",3
"GO:0045622","GO:0045622","regulation of T-helper cell differentiation","3/85","43/18903",0.000951000455708123,0.00445002108974322,0.00252714513714406,"CD80/CD86/IL2",3
"GO:0019216","GO:0019216","regulation of lipid metabolic process","7/85","347/18903",0.000957533416795347,0.00447352362862432,0.00254049211362936,"IFNG/IL1B/TNF/CD19/C3/APOE/CCR7",7
"GO:0009314","GO:0009314","response to radiation","8/85","452/18903",0.000967340124009355,0.00451222275167829,0.00256246915568496,"CXCL10/FOS/MMP9/TNF/VCAM1/SOD2/THBD/TIMP1",8
"GO:0007568","GO:0007568","aging","5/85","169/18903",0.000992027631657056,0.00462010352982422,0.00262373412013899,"EDN1/FOS/VCAM1/SOD2/TIMP1",5
"GO:0045840","GO:0045840","positive regulation of mitotic nuclear division","3/85","44/18903",0.00101728871520122,0.00471550731522066,0.00267791346164491,"EDN1/IL1B/TNF",3
"GO:0046640","GO:0046640","regulation of alpha-beta T cell proliferation","3/85","44/18903",0.00101728871520122,0.00471550731522066,0.00267791346164491,"CCR2/IL2/IL2RA",3
"GO:1905521","GO:1905521","regulation of macrophage migration","3/85","44/18903",0.00101728871520122,0.00471550731522066,0.00267791346164491,"CCL5/THBS1/C5AR1",3
"GO:0051402","GO:0051402","neuron apoptotic process","6/85","255/18903",0.00102083690108374,0.00472456078282821,0.00268305488146682,"CCL2/FASLG/HMOX1/TNF/SOD2/APOE",6
"GO:0030101","GO:0030101","natural killer cell activation","4/85","99/18903",0.00103581514404769,0.00477894775182127,0.00271394097423874,"IL2/CD2/KLRC2/KLRK1",4
"GO:0032755","GO:0032755","positive regulation of interleukin-6 production","4/85","99/18903",0.00103581514404769,0.00477894775182127,0.00271394097423874,"IFNG/IL1B/IL6/TNF",4
"GO:0006898","GO:0006898","receptor-mediated endocytosis","6/85","257/18903",0.00106273917432675,0.00488560479075591,0.00277451098320052,"CXCL8/SERPINE1/DKK1/C3/SELE/APOE",6
"GO:0050708","GO:0050708","regulation of protein secretion","6/85","257/18903",0.00106273917432675,0.00488560479075591,0.00277451098320052,"CCL5/IFNG/IL1B/IL6/TNF/APOE",6
"GO:0001660","GO:0001660","fever generation","2/85","11/18903",0.00107047856488879,0.00488560479075591,0.00277451098320052,"IL1B/TNF",2
